Nome Escola,Pontuação IRD
ADELICIO TEODORO,2.918725
GRACILIANO RAMOS,3.947981
ANAZIA JOSE BOLCONE,2.412805
SILVIA COVAS,2.720267
NICE BEOLCHI NUNES FERREIRA,3.023131
MARIA DE LOURDES MURAD DE CAMARGO PROFESSORA,2.503306
ALZIRA VALLE ROLEMBERG PROFESSORA,2.813625
WALDEMIRO NAFFAH DOUTOR,2.652073
OSCAR DE BARROS SERRA DORIA DOUTOR,2.355929
DARCY FEDERICI PACHECO PROFESSOR,2.748744
BENTO ABELAIRA GOMES PROFESSOR,2.866321
CELSO ABBADE MOURAO,2.880634
SONIA MARIA VENTURELLI PROFESSORA,2.173767
OCTACILIO ALVES DE ALMEIDA PROFESSOR,1.843233
BENEDITO MATARAZZO DEPUTADO,2.454374
MARIA ANTONIETA FERREIRA PAYAR PROFA EMEFI,1.469274
ROSANA SCARPEL DA SILVA PROFA EMEI,2.620302
MARIA APARECIDA CANDELARIA BERNARDES OTTOBONI PROFA EMEI,2.864428
DENISE PRATES FERNANDES ROCHA EMEI PROFA,2.029638
MARIA LEONOR DE CAMPOS MOTA MIRANDA PROFA EMEI,3.245598
ALCEU MAYNARD ARAUJO PROFESSOR,2.566595
EDEWALDO FREITAS GAIA SANT ANA PROFESSOR,2.774725
ZILDA ALTIMIRA SOCI PROFESSORA,3.194229
EUNICE CORDEIRO DOS SANTOS RODRIGUES PROFESSORA,2.634071
ILZA IRMA MOELLER COPPIO PROFESSORA,3.846881
FELICIO SAVASTANO PROFESSOR,2.847858
JORGE BARBOSA MOREIRA PROFESSOR,2.161827
JOSE VIEIRA MACEDO PROFESSOR,2.49162
ANA CANDIDA DE BARROS MOLINA PROFESSORA,1.904132
PEDRO MAZZA PROFESSOR,2.00451
PEDRO MASCARENHAS DOUTOR,2.229972
EUCLIDES BUENO MIRAGAIA,1.605611
OLIMPIO CATAO,3.428612
FRANCISCO JOAO LEME,2.292111
YOSHIYA TAKAOKA,2.407596
SANT ANA DO PARAIBA,3.362943
ARMANDO D OLIVEIRA COBRA,2.484697
MARIA LUIZA DE GUIMARAES MEDEIROS PROFESSORA,2.040654
WILMA RAGAZZI BOCCARDO PROFESSORA,2.787707
MAURICIO ANISSE CURY DOUTOR,2.222964
JOSE MARIOTTO FERREIRA MAJOR AVIADOR,3.006822
SUELY ANTUNES DE MELLO PROFESSORA,2.693572
RONDON MARECHAL,3.462143
RUI RODRIGUES DORIA DOUTOR,2.306827
FRANCISCO PEREIRA DA SILVA PROFESSOR,3.791298
JOAO CURSINO,2.818458
VALMAR LOURENCO SANTIAGO PROFESSOR,2.705651
ESTEVAM FERRI PROFESSOR,2.231812
MARIA DOLORES VERISSIMO MADUREIRA PROFESSORA,3.736662
JOAQUIM ANDRADE MEIRELLES PROFESSOR,3.035904
ELMANO FERREIRA VELOSO,2.907251
JUVENAL MACHADO DE ARAUJO PROFESSOR,2.584046
LOURDES MARIA DE CAMARGO PROFESSORA,2.900524
JENI DAVI BACHA PROFESSORA,2.597456
FRANCISCO LOPES DE AZEVEDO PROFESSOR,2.768353
DORIVAL MONTEIRO DE OLIVEIRA PROFESSOR,2.778359
MALBA THEREZA FERRAZ CAMPANER PROFESSORA,2.276262
NELSON DO NASCIMENTO MONTEIRO PROFESSOR,4.358398
DOMINGOS DE MACEDO CUSTODIO PROFESSOR,2.039596
MIGUEL NAKED MAJOR,2.660587
MARILDA FERREIRA DE BRITO BARROS PEREIRA,2.190023
ADELIA CHUCRI NEME,3.203297
MOABE CURY,2.434721
HENRIQUETA COSTA PORTO PROFESSORA,1.977647
AYR PICANCO BARBOSA DE ALMEIDA PROFESSORA,2.698671
IRACEMA RIBEIRO DE FREITAS,3.126233
ZENAIDE VILALVA ARAUJO PROFA EMEI,2.838059
WALDEMAR RAMOS PROF EMEFI,2.602054
PALMYRA SANT ANNA PROFA EMEFI,2.347486
OTACILIA MADUREIRA DE MOURA PROFA EMEFI,2.314939
ANA BERLING MACEDO PROFA EMEFI,2.676261
MARIA NAZARETH DE MOURA VERONESE PROFA EMEFI,2.377941
SEBASTIANA COBRA PROFA EMEFI,2.599379
AUREA CANTINHO RODRIGUES PROFA EMEFI,2.224958
MERCEDES CARNEVALLI KLEIN PROFA EMEFI,2.782721
MARIA DE MELO PROFA EMEFI,2.343114
ANA ISABEL BARBOSA PROFA EMEI,2.301322
MARIA OFELIA VENEZIANI PEDROSA PROFA EMEFI,2.274964
PEDRO DE ALCANTARA DOM EMEFI,2.436455
VICENTE SIMIAO LUZ EMEI,2.878643
VERA BABO DE OLIVEIRA PROFA EMEFI,2.35369
LEONOR PEREIRA NUNES GALVAO PROFA EMEFI,3.127728
POSSIDONIO JOSE DE FREITAS EMEFI,2.568847
THEREZINHA DO MENINO JESUS SOARES DO NASCIMENTO PROFA EMEFI,2.551172
MARIA AMELIA WAKAMATSU PROFA EMEFI,1.79231
RIO COMPRIDO EMEI,2.356267
JOSE PAULINO BICUDO EMEI,1.744777
MARIA JOSE GUIDO BROGLIATO FREIRE PROFA EMEI,2.561067
MARIA APARECIDA SAVASTANO SANCHEZ PROFA EMEI,3.739298
ANTONIO PALMA SOBRINHO PROF EMEFI,2.522774
CASSIANO RICARDO EMEI,2.935866
JOSE RUBENS FRANCO BONAFE PADRE EMEI,1.67576
ROSA TOMITA PROFA EMEFI,1.474767
MARIA EZEQUIEL SANT ANNA PROFA EMEI,1.733776
ANGELA DE CASTRO FERNANDES LOPES PROFA EMEI,2.788553
MARILDA APARECIDA MONTEMOR PROFA EMEI,3.079406
TORATARO TAKITANI EMEI,3.088121
VERA LUCIA CARNEVALLI BARRETO PROFA EMEFI,2.843982
OLGA FRANCO CUSTODIO PROFA EMEI,2.802591
MARIO CAMPANER PROF EMEI,2.006318
IDELENA MENEZES TREFILIO DE CARVALHO PROFA EMEI,3.055338
ELZA FERREIRA RAHAL PROFA EMEI,2.186883
CLEANIR SANTOS MALDONADO CAMPOY PROFA EMEI,2.379658
ARLINDO CAETANO FILHO PROF EMEI,3.138634
ANA LUCIA DE CASTRO MICHELETO PROFA EMEI,2.688987
CREMILDA ALVES DE OLIVEIRA AZEVEDO PROFA EMEI,2.803204
ALADIR MAIA RIBEIRO GOMES EMEI,2.7801
FEBRONIO PEREIRA GOMES EMEI,3.105909
ELZA REGINA FERREIRA BEVILACQUA PROFA EMEFI,2.290132
MARIA CLARA FERNANDES CORREIA FRANCA DA SILVA PROFA EMEI,2.724738
SILVIA HELENA DE SOUSA PROFA EMEI,1.280768
MARIANITA DE OLIVEIRA PEREIRA SANTOS PROFA EMEI,1.837474
ILZA NASCIMENTO PINTUS PROFESSORA EMEI,2.152525
JACYRA VIEIRA BARACHO PROFA EMEFI,2.614564
DOROTI DA SILVA CUNHA EMEI,2.959438
NORMA LUCIA RODRIGUES DE ALMEIDA PROFA EMEI,1.965025
JOSE ANTERO CURSINO DOS SANTOS PROF EMEI,1.945652
ZILDA COSTA DE OLIVEIRA PROFA EMEI,2.903966
FATIMA APARECIDA BERTHOUD EMEI,1.12765
ZELI DE TOLEDO DIAS PROFA EMEI,2.898551
VILA SAO GERALDO EMEI DA,1.757163
OLGA ELIAS DA CUNHA PROFA NEI,2.62331
MOACYR BENEDICTO DE SOUZA PROF EMEFI,2.398155
IRACEMA OLIVEIRA DE MELLO EMEI,3.331707
LUCIA PEREIRA RODRIGUES PROFA EMEFI,2.244251
MARIA DA GLORIA MARIANO SANTOS PROFA EMEI,2.350189
SANDRA REGINA DE ALMEIDA PAULO PROFA EMEI,1.89711
JOSE PURCINI EMEI,2.582389
DIRCE SALONI PIRES PROFA EMEI,3.142706
DOMINGOS DE MACEDO CUSTODIO PROF EMEI,2.684751
ELZA MARIA DIAS MENDONCA PROFA EMEI,2.917933
MARIA ALICE PASQUARELLI PROFA EMEI,2.629595
SONIA MARA RAMOS PROFA EMEI,3.120471
HELIO AUGUSTO DE SOUZA PROF EMEFI,2.067335
JOAO MARCONDES GUIMARAES PADRE EMEI,3.008747
CENTRO ATEND SOCIOEDUC ADOLESC SAO JOSE DOS CAMPOS CI,2.686571
LADIEL BENEDITO DE CARVALHO PROF EMEI,2.96607
BENEDITO CARVALHO DOS SANTOS EMEI,2.714803
LUIZ SUNDFELD PROF EMEI,3.357474
JESUS DE NAZARE EMEI,2.388915
DOSULINA CHENQUE CHAVES DE ANDRADE PROFA EMEFI,2.661009
GERALDO DE ALMEIDA PROF EMEFI,2.131157
ARTUR APARECIDO DA ROSA EMEI,2.967204
ALVARO GONCALVES PROF EMEFI,1.622262
ILDETE MENDONCA BARBOSA PROFA EMEFI,2.854695
LUZIA LEVINA APARECIDA BORGES PROFA EMEFI,2.808121
HELIO AUGUSTO DE SOUZA CENTRO EDUC PROFISSIONAL CEPHAS,4.27558
LUIZ LEITE PROF EMEFI,2.697729
RUTH NUNES DA TRINDADE PROFA EMEFI,2.333127
SONIA MARIA PEREIRA DA SILVA PROFA EMEFI,2.997671
MARIANA TEIXEIRA CORNELIO PROFA EMEFI,2.71361
ELIZABETE DE PAULA HONORATO PROFA EMEFI,2.134623
SILVANA MARIA RIBEIRO DE ALMEIDA PROFA EMEFI,2.765337
NORMA DE CONTI SIMAO PROFA EMEFI,2.984267
MERCEDES RACHID EDWARDS EMEFI,2.842199
JOSE MADUREIRA LEBRAO EMEI,2.551337
JANE PALUMBO PROFA EMEI,2.581206
EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFA EMEI,3.05227
JOSE SODERO BITENCOURT PROF EMEI,2.995149
SONIA MARIA ALEXANDRE PEREIRA PROFESSORA,2.230406
HOMERA DA SILVA BRAGA PROFA EMEFI,2.993486
ETEC PROFESSORA ILZA NASCIMENTO PINTUS,4.258408
LOURDES DE OLIVEIRA MENDES PROFA EMEI,3.294377
MARIA APARECIDA SANTOS RONCONI PROFA EMEFI,2.132458
ILGA PUSPLATAIS PROFA EMEFI,2.641428
MARIA AUGUSTA MOREIRA DA COSTA PROFA EMEFI,2.531447
MERCEDES MARIA PEROTTI PROFA EMEFI,2.323758
CENTRO DE RESSOCIALIZACAO FEMININO DE SAO JOSE DOS CAMPOS,2.531056
BAIRRO DOS FREITAS NEI DO,1.84265
MARTHA ABIB CASTANHO PROFESSORA EMEFI,2.028453
POSSIDONIO SALLES PROFESSOR EMEFI,2.649878
VALERIA APARECIDA DE ALMEIDA VASCONCELOS PROFA EMEI,2.154802
MARECHAL DO AR CASIMIRO MONTENEGRO FILHO ESCOLA,1.39303
IFSP - CAMPUS SAO JOSE DOS CAMPOS,3.390525
HELIO WALTER BEVILACQUA PROFESSOR EMEFI,1.739375
JARDIM REPUBLICA,2.616409
LUCIA MARIA DO AMARAL PROFESSORA EMEI,3.07762
DIACONO HAMILTON BONTORIM DE SOUZA PROFESSOR,3.058225
OSWALDO COPPIO NEI,1.173112
HELENA VAZ DE LIMA SOLIVA PROFA EMEI,3.345644
EMMANUEL ANTONIO DOS SANTOS EMEFI,1.882095
DINORA PEREIRA RAMOS BRITO PROFESSORA,2.621978
NELSON FERREIRA DA SILVA PROFESSOR,3.305187
JULIA BERNARDES RODRIGUES PROFESSORA,2.906852
UBIRAJARA BERNA DE CHIARA UBIRAJARA BRASIL,2.692308
GERALDINA COELHO MONTEIRO PROFESSORA,2.923665
RUTH COUTINHO SOBREIRO PROFESSORA,2.498644
MARIA APARECIDA VERISSIMO MADUREIRA RAMOS PROFESSORA,1.985268
ARLETE ELOIZA FERREIRA TEIXEIRA PROFESSORA,2.448796
DIRCE ELIAS PROFESSORA,2.713412
JOAQUIM DE MOURA CANDELARIA PROFESSOR,1.827541
JOSE ANTONIO COUTINHO CONDINO PROFESSOR,1.382192
JOAO MOROTTI FILHO,2.397127
JOAO FERREIRA DOS SANTOS PROFESSOR,3.048444
EDGAR MELLO MATTOS DE CASTRO ENGENHEIRO,2.034161
XENOFONTE STRABAO DE CASTRO PROFESSOR,2.281293
ANA HERONDINA SOARES SCHYCHOF PROFESSORA,2.642509
AMINTAS ROCHA BRITO PROFESSOR,3.052315
ZILAH FERREIRA VIAGI PASSARELLI DE CAMPOS PROFESSORA,2.892562
MARIA GOMIDE SANTOS DE SOUZA PROFESSORA,2.877502
JOSE FREDERICO MARQUES PROFESSOR,2.447039
ELIDIA TEDESCO DE OLIVEIRA PROFESSORA,2.821661
NAJLA JAMILE SANTOS MACHADO DE ARAUJO PROFESSORA,3.095157
MARCIA HELENA BARBOSA LINO PROFESSORA,2.480352
NILCE CONCEICAO DE LIMA PROFESSORA,2.84987
EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFESSORA,2.813346
CEEJA DE SAO JOSE DOS CAMPOS,3.748961
MARIANINHA QUEIROZ PROFESSORA,2.485492
EDUARDO KAZUO WATANABE EMEIEF,3.558874
ANTONIO LINO SOBRINHO EMEI,2.910746
ANDRE FRANCO MONTORO GOVERNADOR,3.131032
BRANCA DE NEVE EMEI,2.967106
MARIO FISCHER EMEF,3.542173
BAIRRO DA BARRINHA EMEF,2.3761
BAIRRO DOS PEREIRAS EMEF,3.588682
BAIRRO FAZENDA VITORIA EMEF,2.10439
DESPEZIO CRECHE MUNICIPAL,2.254141
SAGRADA FAMILIA CRECHE MUNICIPAL,2.731145
MARIA NEREA RAMPIM EM,3.426131
PAULO FRANCISCO EUFRASIO EM,4.23913
JOSE CARLOS DE CAMARGO EM,3.13566
TRIANGULO AZUL EMEF,2.927306
ANTONIO BALDUSCO PREFEITO,2.132048
IGNACIO GIOIA MONSENHOR,3.227823
JOAO BATISTA CARDOSO EMEIF,2.89605
DOMINGUES DE CASTRO EMEF,3.140528
MARIA VITORIA DE CAMPOS AZEVEDO PROFA EMEIEF,3.07936
WALDEMAR RODRIGUES PROF EMEF,3.248669
JOAO GONCALVES DOS SANTOS EMEIEF,1.568073
CASSIANA DOS SANTOS MOREIRA EMEIEF,2.650554
JOAQUIM RIBEIRO DE ALMEIDA EMEF,1.896945
JOAO PEREIRA LOPES EMEIEF,3.002143
MARIA DO CARMO MOURA PROF EMEI,1.921584
SEBASTIANA DE BARROS DONA ETEC,3.802831
MANUEL JOSE CHAVES DR,3.023217
WALTER CARRER PROF,2.390292
ATILIO INNOCENTI PROF,3.985216
MARIA BENEDITA DE ALMEIDA BAIDA PROFA,2.573249
FRANCISCO DE OLIVEIRA FARACO PROF,2.83998
MARIA JOSE MORENO DAGINA EMEI,2.353121
MARIA JOSE BORDINI PASCHOAL PROFA EMEI,2.998089
AUGUSTO REIS DR EMEF,2.874021
WALTER CARRER PROF EMEF,3.111145
ZIGOMAR AUGUSTO PROF EMEF,3.348214
HELIO DA SILVA PROF EMEFEI,3.283911
GERALDO PASCON PROF EMEFEI,3.646386
MILTON MONTI EMEF,3.540668
IDA INNOCENTI LUIZETTO EMEFEI,2.989361
LEONOR MENDES DE BARROS DONA EMEI,2.658103
CRECHE MUNICIPAL PROFESSORA EVANI FRANCA DE ARAUJO,0.372671
NESTOR FOGACA,2.699192
SADAMITA IVASSAKI,2.73043
MASSANORI KARAZAWA,2.812206
MARIA FRANCISCA DEOCLECIO ARRIVABENE PROFA,2.843107
ARY MONTEIRO GALVAO PROF EMEI,2.369755
PAULO ROBERTO ORTIZ DE CAMARGO PROF EMEI,2.378882
CELESTINA BERTIN ALMEIDA DE CRECHE MUNICIPAL,2.016982
JOAQUIM NUNES VIEIRA EMEIF,3.279201
ARANI JOSE DA SILVA EMEIF,2.99109
FERMINO MENDES DA SILVA PROF EMEIF,2.763762
MARIA INES MARQUES MENDES PROFA EMEIF,2.722901
ANGELINA MIGUEL ARUK EMEIF,2.442614
JOAO GATO VEREADOR EMEIF,3.289474
ARCYPRESTE RUGGERI PROF EMEIF,2.749579
JOSE GOMIDE DE CASTRO EMEF,3.408681
THEREZA MARIA DA CUNHA BODO CARVALHO PROFA EMEIF,1.374534
CARMELITA VIEIRA TERRA DIAS PROFA EMEIF,1.644356
JOSE CAMARGO VEREADOR EMEIF,3.134705
LEONARDO ANTONIO VIEIRA EMEIF,3.228537
LUIZ FERNANDO CORREA PIRES PROF EMEIF,3.339199
NELSON RODRIGUES PROFESSOR EMEIF,2.977769
MARIA DE LOURDES FOGACA PROFESSORA CEMEI,2.219127
JOSE BALTAZAR DE SOUZA,2.932142
MARIA ELISA DE OLIVEIRA PROFA,3.122377
AYRES DE MOURA PROFESSOR,3.22302
GAVIAO PEIXOTO BRIGADEIRO,2.884869
JOAO SOLIMEO,3.072073
WALFREDO ARANTES CALDAS PROFESSOR,2.969944
SEBASTIAO DE OLIVEIRA GUSMAO PROFESSOR,3.042252
SUZANA DE CAMPOS DONA,2.802054
JULIO DE FARIA E SOUZA PROFESSOR,1.781254
JULIO CESAR DE OLIVEIRA PROFESSOR,3.181289
RENATO DE ARRUDA PENTEADO PROFESSOR,2.148637
JOAO BOEMER JARDIM PROFESSOR,3.11321
FRANCISCO FARIA NETO PROFESSOR,3.375848
JOSE ALTENFELDER SILVA PROFESSOR,3.246652
MARIANO DE OLIVEIRA PROFESSOR,3.142261
SILVIO XAVIER ANTUNES PROFESSOR,2.737704
OCTAVIO MONTEIRO DE CASTRO PROFESSOR,2.309026
PIO TELLES PEIXOTO PROFESSOR,3.004885
ZENAIDE VILALVA DE ARAUJO PROFESSORA,2.793117
ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR,3.010045
AGENOR COUTO DE MAGALHAES DOUTOR,2.775441
ALIPIO DE BARROS PROFESSOR,2.894494
ANTONIO FRANCISCO REDONDO PROFESSOR,2.916164
CANDIDO GONCALVES GOMIDE PROFESSOR,2.866486
CHIQUINHA RODRIGUES,3.497868
ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA,3.060793
CLODOMIRO CARNEIRO,2.295432
ERMANO MARCHETTI,3.204399
GALDINO LOPES CHAGAS PROFESSOR,3.286404
HUMBERTO DE SOUZA MELLO GENERAL,2.923669
DALILA DE ANDRADE COSTA PROFESSORA,2.664748
BENEDITO TOLOSA PROFESSOR,2.262846
ARY BARROSO,2.70403
PEDRO MONTEIRO DO AMARAL CAPITAO,3.033344
MANUEL DA NOBREGA PADRE,2.697683
MANOEL DA NOBREGA PADRE,3.329369
MATILDE MACEDO SOARES,2.583463
PASQUALE PECCICACCO,2.815667
ANTONIO JOSE LEITE PROF,3.007525
ANTOINE DE SAINT EXUPERY,2.784718
JOAQUIM LUIZ DE BRITO PROFESSOR,3.057677
MARQUES DE TAMANDARE ALMIRANTE,2.698544
JOAQUIM SILVADO DOUTOR,2.0935
REPUBLICA DO CHILE,3.99467
ANGELINA MADUREIRA PROFESSORA,2.97644
TAUNAY VISCONDE DE,2.615144
AUGUSTO RIBEIRO DE CARVALHO PROFESSOR,2.844543
AUGUSTO MEIRELLES REIS FILHO PROFESSOR,2.465823
MATHIAS AIRES,1.597931
ALBERT EINSTEIN ETEC,3.517393
LUIZ GONZAGA RIGHINI PROFESSOR,2.53504
MARIO TEIXEIRA MARIANO PROFESSOR,3.243749
JOSE CARLOS DIAS PROFESSOR,2.324224
COLOMBO DE ALMEIDA PROFESSOR,2.270524
TARCISIO ALVARES LOBO,3.019996
JOAQUIM NABUCO,3.044513
JACOMO STAVALE PROFESSOR,2.542184
NOSSA SENHORA DO RETIRO,3.011689
DULCE FERREIRA BOARIN PROFESSORA,3.442547
PLINIO DAMASCO PENNA PROFESSOR,3.405844
PAULO SETUBAL,3.132079
TITO PRATES DA FONSECA,2.950427
REGENTE FEIJO,2.947391
ANTONIO EMILIO SOUZA PENNA PROFESSOR,2.693905
AUGUSTO DE MACEDO COSTA DOUTOR,2.338985
PIO XII,3.298551
FRONTINO GUIMARAES,4.011742
ROMULO PERO PROFESSOR,2.834146
PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR,3.00802
TOLEDO BARBOSA,2.794522
RITA BICUDO PEREIRA PROFA,3.168977
HORACIO LAFER MINISTRO,3.414013
NARBAL FONTES PROFESSORA,2.294278
OCTAVIO MENDES DOUTOR,2.074782
PAUL HUGON PROF,3.114523
MARIA MONTESSORI,2.94166
FLORINDA CARDOSO PROFESSORA,2.9654
AFRANIO PEIXOTO,2.141578
VISCONDE DE INHAUMA ALMIRANTE,3.310448
ANESIA SINCORA PROFESSORA,1.605381
HEROIS DA FEB,3.202565
IMPERATRIZ LEOPOLDINA,2.125444
RAQUEL ASSIS BARREIROS PROFA,2.621068
JOAO VIEIRA DE ALMEIDA,2.781492
JOAQUIM LEME DO PRADO PROFESSOR,2.744456
JULIO MAIA,3.389921
JOSE MARCELINO DA FONSECA MAJOR,2.575516
CASTRO ALVES,2.696287
PEDRO COSTA DEPUTADO,2.172279
CARLOS DE LAET PROF,2.765986
ANTONIO LISBOA PROFESSOR,2.448148
ANTONIO VIEIRA PADRE,2.807542
HOMEM DE MELLO BARAO,2.310732
BUENOS AIRES,2.857408
HORACIO AUGUSTO DA SILVEIRA PROF ETEC,4.090469
GONCALVES DIAS,2.315217
CASIMIRO DE ABREU,3.533
REPUBLICA DA BOLIVIA,2.718276
EURICO FIGUEIREDO PROF,2.597952
ALBERTO CARDOSO DE MELLO NETO DR,3.014129
VICTOR DOS SANTOS CUNHA PROF,3.059524
SEBASTIAO DE SOUZA BUENO PROF,2.717889
JOHANN GUTENBERG,2.476343
LUIZ AMARAL WAGNER PROF,2.888301
DAVID EUGENIO DOS SANTOS PROF,3.318991
JUDITH GUIMARAES DOS SANTOS PROFA,3.321892
GABRIELA MISTRAL,2.215419
JOSE MARIA REYS PROF,3.334537
EURIPEDES DE CASTRO,3.49629
EXPEDICIONARIO BRASILEIRO,3.237489
PEDRO ALEXANDRINO,2.605495
JULIO PESTANA,2.945049
SILVA JARDIM,2.836332
ALFREDO INACIO TRINDADE,3.256125
ALBINO CESAR,2.972114
RAFAEL DE MORAES LIMA PROF,2.705004
PHILOMENA BAYLAO PROFA,2.466866
LAEL DE MOURA PRADO PROF,3.648545
MIGUEL VIEIRA FERREIRA DR,3.736629
MARIA PAULA MARCONDES DOMINGUES PROFA,3.410559
CYRENE DE OLIVEIRA LAET DONA,2.878106
RUY BARBOSA CONSELHEIRO,3.400537
JOAO LIGABUE CONEGO,2.096273
ANGELO BORTOLO,2.463007
AMENAIDE BRAGA DE QUEIROZ PROFA,2.462435
CARMOSINA MONTEIRO VIANNA PROFA,2.761513
ARNALDO BARRETO,2.339736
CASSIO DA COSTA VIDIGAL,3.091105
PEDRO DE MORAES VICTOR DR,2.985124
MARIA ANGELITA SAYAGO LAET PROFA,3.491767
JOSE DO AMARAL MELLO PROF,2.863581
ADEMAR HIROSHI SUDA PROF,2.971268
SAO PAULO,3.891543
LOUREIRO JUNIOR PROFESSOR,1.505339
THEODORO DE MORAES PROFESSOR,2.801107
PAULO MONTE SERRAT PROFESSOR,2.810171
ROMAO PUIGARI,3.096402
ISAI LEIRNER,2.835268
ANDRE OHL,3.085695
ANDRE XAVIER GALLICHO PROFESSOR,2.521214
ANTONIO FIRMINO DE PROENCA PROF,2.705136
AMADEU AMARAL,2.702798
EDUARDO PRADO,2.72672
GUERINO RASO,2.145347
ANNA TEIXEIRA PRADO ZACHARIAS PROFESSORA,1.87662
ANTONIO DE QUEIROZ TELLES DOUTOR,2.27501
ARMANDO ARAUJO,2.912503
PAULO LUIG FREI,2.865877
PANDIA CALOGERAS,3.283173
OSWALDO CRUZ,3.147488
ORESTES GUIMARAES,2.655825
DOMINGOS FAUSTINO SARMIENTO,2.972295
CARLOS DE CAMPOS ETEC,3.872515
PLINIO BARRETO,2.222279
WOLNY CARVALHO RAMOS PROFESSOR,2.643305
CAMARGO ARANHA PROF ETEC,3.21068
ANCHIETA PADRE,3.409437
MMDC,3.563777
MARIA DA GLORIA COSTA E SILVA PROFESSORA,3.051094
MARIO CASASSANTA PROFESSOR,1.412539
BEATRIZ R BASSI ASTORINO PROFESSORA,3.399828
MARIO MARQUES DE OLIVEIRA PROFESSOR,3.196885
VICTOR MIGUEL ROMANO PROF,2.949619
ANDRE DREYFUS PROFESSOR,2.804381
STEFAN ZWEIG,2.159462
AROLDO DE AZEVEDO PROF,3.022394
ANNITA ATALLA PROFESSORA,2.672651
SECUNDINO DOMINGUES FILHO DOUTOR,2.548113
OLGA BENATTI PROFESSORA,2.909903
BRISABELLA ALMEIDA NOBRE PROFESSORA,4.016119
JOY ARRUDA DOUTOR,2.575421
JOCELYN PONTES GESTAL PROF,3.389886
JOSE HEITOR CARUSI PROFESSOR,3.207418
FRANCISCO BORGES VIEIRA DOUTOR,2.653411
AMERICO DE MOURA PROFESSOR,2.796273
LUIZA MENDES CORREA SOUZA PROFESSORA,2.814627
JOAO FIRMINO DE CAMPOS,2.118859
JOSE CHEDIAK,3.06944
REPUBLICA DO PARAGUAY,3.641884
CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA,2.791123
CLEMENTE QUAGLIO PROFESSOR,3.845971
JULIETA NOGUEIRA RINALDI PROFESSORA,2.25498
JOAQUIM BRAGA DE PAULA PROFESSOR,2.304271
JOSE ROCHA MENDES ETEC,3.591968
JULIA MACEDO PANTOJA PROFESSORA,2.818272
NORBERTO MAYER FILHO DEPUTADO,2.113491
MOACYR CAMPOS PROFESSOR,2.952067
JULIA AMALIA AZEVEDO ANTUNES PROFESSORA,3.276074
JOAO DIAS DA SILVEIRA PROFESSOR,2.608258
JOAO CLIMACO DA SILVA KRUSE PROFESSOR,2.907694
IRENE RIBEIRO PROFESSORA,3.780849
ALVINO BITTENCOURT PROFESSOR,3.649181
AMELIA DE ARAUJO DONA,2.584353
ARACY LEME DA VEIGA RAVACHE PROFESSORA,3.204444
BENEDITO ESTEVAM DOS SANTOS DOUTOR,2.457729
BLANCA ZWICKER SIMOES PROFESSORA,3.003975
FREDERICO VERGUEIRO STEIDEL,2.588748
ERASMO BRAGA,3.177626
CONGONHAS DO CAMPO VISCONDE DE,2.588695
CARLOS ESCOBAR,1.748283
CARAMURU,1.95693
PAULO NOVAES DE CARVALHO PROFESSOR,2.715905
PEDRO ARBUES CORONEL,2.107429
SALVADOR ROCCO PROFESSOR,2.54921
JOAO BORGES PROFESSOR,2.374443
MARTIN LUTHER KING ETEC,3.886344
IRENE DE LIMA PAIVA PROFESSORA,2.766633
JOSE MARQUES DA CRUZ PROFESSOR,2.922875
BENEDITA RIBAS F SILVEIRA PROFESSORA,2.401222
ALMERINDA RODRIGUES MELLO PROFESSORA,2.019554
ANTONIO CANDIDO BARONE,2.336875
ASCENDINO REIS PROFESSOR,2.621741
OSWALDO CATALANO,3.032335
EMEI JOSE LA TORRE PROF,2.428389
PAULO CAVALCANTI ALBUQUERQUE PROFESSOR,3.256988
ORVILLE DERBY,2.687049
SANTOS AMARO DA CRUZ PROFESSOR,2.790749
PILAR GARCIA VIDAL DONA,2.595786
MARIA LOURDES N ALBERGARIA PROFA,2.602514
MARISA DE MELLO PROFA,3.297925
OLGA MARINOVIC DORO PROFA,2.731615
RITA JULIA DE OLIVEIRA PROFESSORA,2.458269
SANTOS DUMONT,3.333769
JOSE BARTOCCI PROFESSOR,2.875319
LUIZ ANTONIO FRAGOSO PROF,1.526555
THEODOMIRO EMERIQUE PROFESSOR,2.978543
GABRIEL ORTIZ PROFESSOR,2.776927
JAMIL PEDRO SAWAYA PROF,2.555542
JOSE DE CAMPOS CAMARGO PROFESSOR,2.774574
BERNARDO RODRIGUES NOGUEIRA DOM,2.858745
JOAO MARIA OGNO OSB DOM,2.466585
ZALINA ROLIM DONA,2.120368
ESTHER FRANKEL SAMPAIO,2.164396
NOSSA SENHORA DA PENHA,3.029301
ANTAO PADRE,2.713539
ADALGISA MOREIRA PIRES PROFESSORA,2.834568
ADELAIDE FERRAZ DE OLIVEIRA PROFA,2.49457
MARIA APARECIDA DE CASTRO MASIERO PROFESSORA,3.66109
